City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
358,leer,DE,53.2316,7.461,45.97,92,82,9.51,broken clouds
359,zhanaozen,KZ,43.3,52.8,28.74,45,24,13.82,few clouds
360,fare,PF,-16.7,-151.0167,80.2,77,95,17.81,light rain
361,forecariah,GN,9.4306,-13.0881,93.02,14,81,2.95,broken clouds
362,bandarbeyla,SO,9.4942,50.8122,77.52,80,26,16.2,scattered clouds
363,marzuq,YE,14.4,46.4667,62.31,69,11,6.73,few clouds
364,hasaki,JP,35.7333,140.8333,46.8,40,32,26.71,scattered clouds
365,belmonte,BR,-15.8631,-38.8828,80.37,84,95,8.34,moderate rain
366,ishinomaki,JP,38.4167,141.3,41.25,61,78,20.07,broken clouds
367,vancouver,CA,49.2497,-123.1193,18.23,75,20,11.5,few clouds
368,vila velha,BR,-20.3297,-40.2925,78.75,86,100,11.5,overcast clouds
369,san pedro de ycuamandiyu,PY,-24.0917,-57.0764,99.03,22,0,5.28,clear sky
370,uruzgan,AF,32.8333,66.0,36.86,35,1,1.59,clear sky
371,faya,SA,18.3851,42.4509,59.11,62,2,3.22,clear sky
372,namatanai,PG,-3.6667,152.4333,78.93,83,83,5.55,light rain
373,grindavik,IS,63.8424,-22.4338,27.07,54,75,16.11,broken clouds
374,belaya gora,RU,68.5333,146.4167,-22.92,100,15,1.81,few clouds
375,vatne,NO,62.5667,6.65,35.44,93,100,3.0,light snow
376,moree,AU,-29.4667,149.85,76.6,44,100,11.74,light rain
377,ust-kuyga,RU,70.0167,135.6,-23.22,99,95,0.96,overcast clouds
378,cabedelo,BR,-6.9811,-34.8339,86.67,65,96,13.29,overcast clouds
379,vostok,RU,46.4856,135.8833,16.25,67,100,12.93,overcast clouds
380,hluti,SZ,-27.2167,31.6167,67.64,62,0,7.25,clear sky
381,talnakh,RU,69.4865,88.3972,-9.8,95,100,16.51,overcast clouds
382,geraldton,AU,-28.7667,114.6,66.61,72,4,4.61,clear sky
383,pasighat,IN,28.0667,95.3333,63.07,55,81,3.53,broken clouds
384,ovalle,CL,-30.5983,-71.2003,87.01,24,0,7.56,clear sky
385,acarau,BR,-2.8856,-40.12,84.79,64,72,14.34,light rain
386,buchanan,LR,5.8808,-10.0467,82.71,68,96,10.54,overcast clouds
387,luau,AO,-10.7073,22.2247,65.25,96,100,0.2,light rain
388,camacha,PT,33.0833,-16.3333,65.62,77,40,9.22,scattered clouds
389,balabac,PH,7.9868,117.0645,80.33,78,85,21.09,overcast clouds
390,comodoro rivadavia,AR,-45.8667,-67.5,73.26,23,0,24.16,clear sky
391,sao miguel do araguaia,BR,-13.275,-50.1628,79.57,81,98,8.3,overcast clouds
392,wanning,CN,18.8003,110.3967,61.93,72,92,5.97,overcast clouds
393,monte alegre,BR,-2.0078,-54.0692,82.15,74,91,2.48,moderate rain
394,beyneu,KZ,45.3167,55.2,24.04,65,0,10.96,clear sky
395,kutum,SD,14.2,24.6667,71.24,23,85,7.34,overcast clouds
396,kaka,TM,37.3482,59.6143,38.86,56,99,8.01,overcast clouds
397,somanda,TZ,-3.3667,33.95,66.36,92,96,6.49,moderate rain
398,sola,VU,-13.8833,167.55,82.94,74,82,12.5,broken clouds
399,lucapa,AO,-8.4192,20.7447,65.97,96,99,3.44,light rain
400,torrington,US,41.8007,-73.1212,39.18,76,100,4.0,overcast clouds
401,aloleng,PH,16.1307,119.7824,75.7,81,91,7.63,overcast clouds
402,arusha,TZ,-3.3667,36.6833,74.97,60,75,0.0,broken clouds
403,palmer,US,42.1584,-72.3287,40.64,66,75,5.75,broken clouds
404,lavrentiya,RU,65.5833,-171.0,13.37,82,1,15.03,clear sky
405,pisco,PE,-13.7,-76.2167,73.45,78,0,10.36,clear sky
406,obihiro,JP,42.9172,143.2044,33.69,99,100,11.77,snow
407,nichinan,JP,31.6,131.3667,38.71,84,47,11.81,scattered clouds
408,zaozerne,UA,45.1582,33.2787,44.58,60,26,7.16,scattered clouds
409,korla,CN,41.7597,86.1469,23.77,41,82,1.48,broken clouds
410,mantua,IT,45.1667,10.7833,47.01,91,85,3.0,overcast clouds
411,angoche,MZ,-16.2325,39.9086,75.16,85,100,7.96,overcast clouds
412,los llanos de aridane,ES,28.6585,-17.9182,71.13,51,20,9.22,few clouds
413,ola,RU,59.5833,151.2833,2.12,77,23,11.03,few clouds
414,sitka,US,57.0531,-135.33,30.09,51,100,4.61,overcast clouds
415,port hawkesbury,CA,45.6169,-61.3485,35.19,77,100,15.01,overcast clouds
416,manicore,BR,-5.8092,-61.3003,83.5,66,98,2.15,overcast clouds
417,opotiki,NZ,-38.0833,177.2833,62.38,96,31,4.18,scattered clouds
418,nuuk,GL,64.1835,-51.7216,20.01,49,0,0.0,clear sky
419,mount gambier,AU,-37.8333,140.7667,55.54,98,38,2.39,scattered clouds
420,jumla,NP,29.2747,82.1838,35.74,27,0,5.79,clear sky
421,nsanje,MW,-16.92,35.262,72.48,94,99,5.79,light rain
422,saint-joseph,RE,-21.3667,55.6167,77.38,77,100,5.26,overcast clouds
423,gao,ML,16.6362,1.637,74.41,16,75,13.29,broken clouds
424,hesperia,US,34.4264,-117.3009,58.46,54,82,0.81,broken clouds
425,gizo,SB,-8.103,156.8419,82.06,78,93,4.21,light rain
426,inongo,CD,-1.95,18.2667,74.35,82,91,3.49,overcast clouds
427,gondanglegi,ID,-7.7479,112.0132,76.3,87,100,4.0,overcast clouds
428,kuusamo,FI,65.9667,29.1833,21.24,93,100,4.61,light snow
429,sangareddi,IN,17.6294,78.0917,64.72,45,3,5.91,clear sky
430,jos,NG,9.9167,8.9,74.5,29,34,7.09,scattered clouds
431,ambilobe,MG,-13.2,49.05,76.82,86,76,6.38,light rain
432,genhe,CN,50.7833,121.5167,-21.78,97,36,3.04,scattered clouds
433,sattur,IN,9.3667,77.9333,75.52,65,100,6.58,overcast clouds
434,richmond,US,37.5538,-77.4603,42.78,94,100,10.36,moderate rain
435,nizhniy kuranakh,RU,58.8353,125.4869,-36.47,99,77,1.28,broken clouds
436,chacabuco,AR,-34.6417,-60.4739,92.82,19,39,10.31,scattered clouds
437,mount isa,AU,-20.7333,139.5,83.97,51,93,11.5,light rain
438,usinsk,RU,65.9939,57.5281,-1.68,99,95,8.01,overcast clouds
439,kudahuvadhoo,MV,2.6708,72.8944,79.65,78,100,5.82,overcast clouds
440,alta floresta,BR,-9.8756,-56.0861,76.1,93,100,5.5,overcast clouds
441,ixtapa,MX,20.7,-105.2,67.23,83,0,3.44,clear sky
442,belokurikha,RU,51.9959,84.9896,9.55,97,100,2.19,overcast clouds
443,batemans bay,AU,-35.7167,150.1833,61.11,88,12,3.78,few clouds
444,puerto ayacucho,VE,5.6639,-67.6236,89.47,50,46,2.93,scattered clouds
445,anadyr,RU,64.75,177.4833,19.9,45,0,24.61,clear sky
446,whitehaven,GB,54.549,-3.5841,41.65,100,94,2.37,overcast clouds
447,batagay,RU,67.6333,134.6333,-24.27,99,20,1.34,few clouds
448,ust-nera,RU,64.5667,143.2,-4.23,98,80,3.96,broken clouds
449,antofagasta,CL,-23.65,-70.4,70.88,64,8,12.86,clear sky
450,leningradskiy,RU,69.3833,178.4167,5.23,71,2,3.56,clear sky
451,asau,RO,46.4333,26.4,25.72,71,100,5.23,overcast clouds
452,kinkala,CG,-4.3614,14.7644,73.15,91,98,2.39,light rain
453,hurup,DK,56.7494,8.4195,43.72,95,51,8.99,broken clouds
454,karasburg,NA,-28.0167,18.75,91.58,17,41,21.23,scattered clouds
455,puerto escondido,MX,15.85,-97.0667,83.23,69,20,0.0,few clouds
456,nhulunbuy,AU,-12.2333,136.7667,81.21,83,99,6.91,overcast clouds
457,margate,GB,51.3813,1.3862,51.91,93,100,5.01,overcast clouds
458,norre alslev,DK,54.8978,11.8841,41.77,93,90,19.26,overcast clouds
459,salihorsk,BY,52.7876,27.5415,33.73,100,100,7.78,overcast clouds
460,dargaville,NZ,-35.9333,173.8833,56.23,93,2,4.09,clear sky
461,haapiti,PF,-17.5667,-149.8667,78.53,75,65,16.51,light rain
462,biak,ID,-0.9131,122.8766,76.89,81,68,2.48,broken clouds
463,apartado,CO,7.883,-76.6259,87.66,66,20,11.5,few clouds
464,salinopolis,BR,-0.6136,-47.3561,81.16,82,79,10.4,broken clouds
465,mvuma,ZW,-19.2792,30.5283,61.45,82,100,10.45,overcast clouds
466,molchanovo,RU,57.5817,83.7692,-4.36,95,100,5.82,overcast clouds
467,nelson bay,AU,-32.7167,152.15,66.0,92,100,7.0,light rain
468,iquique,CL,-20.2208,-70.1431,73.44,67,2,10.36,clear sky
469,touros,BR,-5.1989,-35.4608,85.26,57,50,12.44,scattered clouds
470,ayan,RU,56.45,138.1667,11.73,92,100,12.95,light snow
471,ossora,RU,59.2353,163.0719,12.33,67,89,12.08,overcast clouds
472,agliana,IT,43.9066,11.0062,55.71,95,100,2.3,mist
473,scarborough,GB,54.2797,-0.4044,44.17,91,100,5.46,overcast clouds
474,katsuura,JP,35.1333,140.3,47.1,52,2,22.01,clear sky
475,santa cruz de la palma,ES,28.6835,-17.7642,75.15,73,20,8.05,few clouds
476,naze,JP,28.3667,129.4833,49.12,69,97,26.87,light rain
477,kita,ML,13.0349,-9.4895,86.86,11,97,8.86,overcast clouds
478,aquin,HT,18.2833,-73.4,81.52,59,0,8.37,clear sky
479,san cristobal,VE,7.7669,-72.225,75.38,47,12,6.69,few clouds
480,nakur,IN,29.9167,77.3,51.51,37,0,4.61,clear sky
481,birao,CF,10.2849,22.7882,81.18,18,97,5.7,overcast clouds
482,memmingen,DE,47.9837,10.1853,50.02,76,75,19.57,broken clouds
483,clyde river,CA,70.4692,-68.5914,-12.77,77,75,8.05,broken clouds
484,dhidhdhoo,MV,6.8833,73.1,81.34,72,100,4.54,overcast clouds
485,pahrump,US,36.2083,-115.9839,39.25,43,98,2.21,overcast clouds
486,port keats,AU,-14.25,129.55,77.25,95,100,18.01,moderate rain
487,sale,MA,34.0389,-6.8166,65.08,88,20,8.05,few clouds
488,san jose,US,37.3394,-121.895,53.58,84,100,3.44,haze
489,ginda,IN,30.6945,78.4932,42.22,14,3,7.07,clear sky
490,trelew,AR,-43.249,-65.3051,91.67,16,0,29.93,clear sky
491,pangnirtung,CA,66.1451,-65.7125,6.8,66,20,4.61,few clouds
492,pochutla,MX,15.7432,-96.4661,83.82,49,4,4.94,clear sky
493,viedma,AR,-40.8135,-62.9967,91.08,28,100,18.45,overcast clouds
494,cayenne,GF,4.9333,-52.3333,84.24,61,75,12.66,broken clouds
495,anuchino,RU,43.9622,133.0544,5.09,96,100,8.01,snow
496,coahuayana,MX,18.7333,-103.6833,85.66,36,0,3.42,clear sky
497,auki,SB,-8.7676,160.7034,77.92,87,100,4.59,overcast clouds
498,richards bay,ZA,-28.783,32.0377,70.75,68,0,13.62,clear sky
499,havre-saint-pierre,CA,50.2334,-63.5986,28.4,80,0,10.36,clear sky
500,kamennomostskiy,RU,44.2983,40.1856,34.05,84,0,4.36,clear sky
501,atar,MR,20.5169,-13.0499,81.18,11,0,17.25,clear sky
502,alyangula,AU,-13.8483,136.4192,81.7,79,100,11.95,overcast clouds
503,terenos,BR,-20.4422,-54.8603,87.51,42,40,8.05,scattered clouds
504,gobabis,NA,-22.45,18.9667,90.32,19,86,18.72,overcast clouds
505,kamaishi,JP,39.2667,141.8833,41.9,53,82,24.92,broken clouds
506,kuching,MY,1.55,110.3333,80.04,93,40,2.3,moderate rain
507,bria,CF,6.5423,21.9863,82.58,24,44,4.74,scattered clouds
508,wanaka,NZ,-44.7,169.15,55.11,94,48,2.53,scattered clouds
509,novovarshavka,RU,54.1721,74.6946,-17.63,99,22,4.47,few clouds
510,ngunguru,NZ,-35.6167,174.5,59.25,87,9,5.86,clear sky
511,te anau,NZ,-45.4167,167.7167,50.67,92,96,0.74,overcast clouds
512,zyryanka,RU,65.75,150.85,-30.77,100,15,1.9,few clouds
513,sechura,PE,-5.5569,-80.8222,81.27,56,50,10.42,scattered clouds
514,ierapetra,GR,35.01,25.7353,58.14,65,86,4.0,overcast clouds
515,ferrol,ES,43.4832,-8.2369,64.92,78,95,21.25,overcast clouds
516,koumra,TD,8.9126,17.5539,79.39,21,74,5.86,broken clouds
517,barberton,ZA,-25.7884,31.0532,71.69,74,4,3.44,clear sky
518,makakilo city,US,21.3469,-158.0858,69.01,88,0,4.61,clear sky
519,haimen,CN,23.1935,116.6142,55.29,54,0,6.76,clear sky
520,mezhgorye,UA,44.9667,34.4167,37.45,85,59,5.1,broken clouds
521,syriam,MM,16.7722,96.2378,78.91,83,20,4.61,few clouds
522,maniitsoq,GL,65.4167,-52.9,17.31,65,12,4.63,few clouds
523,biltine,TD,14.5333,20.9167,75.88,25,16,9.48,few clouds
524,kidal,ML,18.4411,1.4078,73.45,19,74,13.06,broken clouds
525,wanxian,CN,30.8039,108.3897,51.22,58,99,0.63,overcast clouds
526,sur,OM,22.5667,59.5289,72.14,46,29,2.13,scattered clouds
527,qandala,SO,11.472,49.8728,76.96,83,85,7.92,overcast clouds
528,canete,CL,-37.8,-73.4,63.48,62,92,6.42,overcast clouds
529,provost,CA,52.3501,-110.2683,-32.35,100,98,5.21,overcast clouds
530,mahanoro,MG,-19.9,48.8,73.2,92,100,12.06,light rain
531,huarmey,PE,-10.0681,-78.1522,75.52,72,37,13.06,scattered clouds
532,ciudad bolivar,VE,8.1222,-63.5497,87.08,47,90,12.39,overcast clouds
533,muisne,EC,0.6,-80.0333,78.35,77,91,8.43,overcast clouds
534,yerbogachen,RU,61.2767,108.0108,7.03,96,100,6.51,overcast clouds
535,ternate,ID,0.8,127.4,81.73,81,25,6.4,scattered clouds
536,hwange,ZW,-18.3693,26.5019,76.37,55,85,4.09,overcast clouds
537,sobolevo,RU,54.4299,31.8996,33.26,100,100,6.98,overcast clouds
538,xinyu,CN,27.8043,114.9334,41.88,51,8,4.68,clear sky
539,port blair,IN,11.6667,92.75,82.44,74,20,2.3,mist
540,souillac,MU,-20.5167,57.5167,77.38,69,20,4.61,few clouds
541,gelgaudiskis,LT,55.0792,22.9758,35.74,100,100,8.3,overcast clouds
542,grand gaube,MU,-20.0064,57.6608,77.4,66,100,1.01,overcast clouds
543,tabuk,PH,17.4189,121.4443,65.23,90,100,10.04,light rain
544,ryotsu,JP,38.0833,138.4333,41.04,68,77,31.88,broken clouds
545,acajutla,SV,13.5928,-89.8275,84.72,50,10,6.89,clear sky
546,lasa,IT,46.6166,10.7002,45.48,77,24,5.14,few clouds
547,kaili,ID,-3.4626,120.2147,66.6,91,89,3.85,overcast clouds
548,stornoway,GB,58.2093,-6.3865,44.56,85,75,18.41,broken clouds
549,saint-georges,GD,12.0564,-61.7485,82.08,74,20,21.85,few clouds
550,choix,MX,26.7092,-108.3219,73.11,23,0,3.22,clear sky
551,meadow lake,US,34.8014,-106.5436,47.61,36,0,7.47,clear sky
552,cravo norte,CO,6.3017,-70.2041,91.2,39,12,12.66,few clouds
553,koumac,NC,-20.5667,164.2833,77.76,82,7,0.6,clear sky
554,batagay-alyta,RU,67.8006,130.4114,-10.43,97,96,3.24,overcast clouds
555,noumea,NC,-22.2763,166.4572,79.0,99,5,4.21,clear sky
556,dunedin,NZ,-45.8742,170.5036,56.8,88,99,3.0,overcast clouds
557,laterza,IT,40.6295,16.7997,52.25,87,23,3.44,few clouds
558,gat,IL,31.61,34.7642,62.82,100,5,5.37,clear sky
559,najran,SA,17.4924,44.1277,68.65,32,0,3.24,clear sky
560,tres arroyos,AR,-38.3739,-60.2798,95.76,18,100,9.19,overcast clouds
561,ankang,CN,32.68,109.0172,42.49,51,49,0.83,scattered clouds
562,ivot,RU,53.6756,34.1872,33.13,99,100,4.99,overcast clouds
563,honiara,SB,-9.4333,159.95,78.33,86,96,4.76,overcast clouds
564,bobrovytsya,UA,50.75,31.3833,32.77,87,100,6.17,overcast clouds
565,lleida,ES,41.6167,0.6167,59.9,78,0,9.22,clear sky
566,cockburn town,TC,21.4612,-71.1419,82.36,65,40,13.8,scattered clouds
567,wasilla,US,61.5814,-149.4394,20.3,64,0,18.01,clear sky
568,zalantun,CN,48.0,122.7167,-4.76,77,89,8.72,overcast clouds
569,astrea,CO,9.4983,-73.9759,89.85,50,6,1.16,clear sky
570,huangmei,CN,30.1924,116.025,34.56,35,1,5.37,clear sky
571,innisfail,AU,-17.5333,146.0333,75.85,81,100,3.74,overcast clouds
572,saint-francois,FR,46.4154,3.9054,51.24,87,75,2.3,light rain
573,balkanabat,TM,39.5108,54.3671,40.66,55,8,12.84,clear sky
574,broome,US,42.2506,-75.833,34.02,92,100,9.22,snow
575,kinablangan,PH,7.6947,126.5503,78.1,89,56,5.1,broken clouds
576,inuvik,CA,68.3499,-133.7218,-1.19,77,100,1.14,light snow
577,bom sucesso,BR,-21.0331,-44.7581,74.66,62,80,7.18,broken clouds
578,tomatlan,MX,19.9333,-105.25,85.53,35,10,2.77,clear sky
579,snasa,NO,64.2457,12.3778,20.61,98,100,4.76,overcast clouds
580,bara,NG,10.3744,10.7288,82.18,23,40,7.9,scattered clouds
581,guacimo,CR,10.2104,-83.6807,86.04,59,50,5.35,scattered clouds
582,anito,PH,12.4497,125.2886,77.0,91,82,4.25,broken clouds
583,ancud,CL,-41.8697,-73.8203,58.35,55,61,10.96,broken clouds
584,leshukonskoye,RU,64.8989,45.7622,18.36,97,100,2.62,light snow
585,bambanglipuro,ID,-7.95,110.2833,77.4,92,100,21.59,light rain
586,tete,MZ,-16.1564,33.5867,73.49,88,75,6.91,light rain
587,xichang,CN,27.8964,102.2634,44.19,95,94,1.1,overcast clouds
588,matara,LK,5.9485,80.5353,76.08,90,75,4.14,broken clouds
589,morondava,MG,-20.2833,44.2833,79.75,74,100,5.68,light rain
590,guarumal,PA,8.35,-82.5333,86.09,66,40,5.75,scattered clouds
591,novikovo,RU,51.1537,37.8879,35.42,92,100,11.18,overcast clouds
592,gorbatovka,RU,56.2531,43.7475,33.75,100,100,8.95,overcast clouds
593,aras,ES,42.5617,-2.356,57.76,72,40,5.75,scattered clouds
594,portland,US,45.5234,-122.6762,24.62,51,75,29.93,snow
595,chokwe,MZ,-24.5333,32.9833,71.96,56,0,8.3,clear sky
596,vila do maio,CV,15.1333,-23.2167,81.39,67,0,17.63,clear sky
597,brookings,US,44.3114,-96.7984,-15.83,71,100,27.63,haze
598,weyburn,CA,49.6668,-103.8511,-16.38,69,100,23.02,overcast clouds
599,kungsbacka,SE,57.4872,12.0761,42.75,89,100,14.0,overcast clouds
600,tromso,NO,69.6496,18.957,28.42,80,100,19.57,light snow
601,sakaiminato,JP,35.55,133.2333,31.98,64,75,31.07,light snow
602,hirara,JP,24.8,125.2833,60.08,61,34,30.0,scattered clouds
603,mount darwin,ZW,-16.7725,31.5838,69.12,74,100,8.01,overcast clouds
604,san isidro,PE,-12.1167,-77.05,71.19,78,75,14.97,broken clouds
605,vetluzhskiy,RU,58.3902,45.4654,33.13,98,100,9.86,overcast clouds
606,iguape,BR,-24.7081,-47.5553,75.87,63,14,11.18,few clouds
607,xining,CN,36.6167,101.7667,17.98,56,17,1.43,few clouds
608,karimpur,IN,23.9667,88.6167,63.93,38,16,6.6,few clouds
609,emerald,AU,-23.5333,148.1667,64.35,77,86,10.42,overcast clouds
610,griffith,US,41.5284,-87.4237,34.29,77,100,0.0,overcast clouds
611,kurumkan,RU,54.3,110.3,-2.92,84,58,2.42,broken clouds
612,inyonga,TZ,-6.7167,32.0667,64.69,94,65,4.97,light rain
613,neyshabur,IR,36.2133,58.7958,37.08,62,99,4.03,overcast clouds
614,hornepayne,CA,49.2138,-84.7705,15.64,94,100,8.93,light snow
615,atlantic beach,US,30.3344,-81.3987,53.85,97,100,8.05,mist
616,kattivakkam,IN,13.2167,80.3167,78.89,73,100,12.95,overcast clouds
617,college,US,64.8569,-147.8028,-29.25,64,0,0.0,clear sky
618,whitehorse,CA,60.7161,-135.0538,-19.43,76,100,2.3,light snow
619,ewa beach,US,21.3156,-158.0072,70.43,91,0,4.61,clear sky
620,bogale,MM,16.2833,95.4,73.71,81,68,5.3,broken clouds
621,puruaran,MX,19.1,-101.5333,77.27,39,3,3.69,clear sky
622,krasnoyarskiy,RU,51.965,59.8967,11.14,91,98,14.63,overcast clouds
623,salinas,US,36.6777,-121.6555,52.5,86,0,5.75,clear sky
624,kalispell,US,48.1958,-114.3129,-16.62,74,20,0.0,few clouds
625,jackson,US,42.4165,-122.8345,41.79,96,100,3.44,fog
626,kamiiso,JP,41.8167,140.65,39.51,81,100,20.94,overcast clouds
627,chany,RU,55.3121,76.7647,-27.13,100,26,4.47,scattered clouds
628,vrangel,RU,42.7297,133.0839,12.47,86,100,24.32,overcast clouds
629,vikindu,TZ,-7.0067,39.2985,82.04,78,20,11.5,few clouds
630,nemuro,JP,43.3236,145.575,36.91,96,100,43.78,light rain
631,hermosillo,MX,29.0667,-110.9667,64.24,34,0,1.01,clear sky
632,yeniseysk,RU,58.4497,92.1703,1.2,91,100,7.18,overcast clouds
633,oksfjord,NO,70.2396,22.3479,23.18,86,90,6.4,overcast clouds
634,martapura,ID,-3.4167,114.85,77.09,94,100,2.3,moderate rain
635,okara,PK,30.8081,73.4458,55.8,31,27,2.64,scattered clouds
636,san blas,MX,21.5167,-105.2667,73.29,41,0,3.47,clear sky
637,baykit,RU,61.67,96.37,8.11,94,98,5.14,overcast clouds
638,omaruru,NA,-21.4333,15.9333,85.66,25,62,9.31,broken clouds
639,kolaras,IN,25.2333,77.6,60.26,45,0,7.16,clear sky
640,seoul,KR,37.5683,126.9778,11.8,59,20,17.27,few clouds
641,pokhara,NP,28.2333,83.9833,55.6,45,0,5.39,clear sky
642,tara,RU,56.8944,74.371,-23.04,99,20,5.06,few clouds
643,kungurtug,RU,50.5994,97.5228,-3.84,98,81,1.88,broken clouds
644,tashtyp,RU,52.7939,89.8983,1.15,92,48,4.43,scattered clouds
645,berlevag,NO,70.8578,29.0864,26.6,80,100,8.05,overcast clouds
646,batouri,CM,4.4333,14.3667,80.13,28,15,2.68,few clouds
647,taguatinga,BR,-12.3857,-46.5711,79.32,77,95,5.41,overcast clouds
648,chaman,PK,30.9236,66.4512,41.77,45,0,1.77,clear sky
649,denpasar,ID,-8.65,115.2167,76.71,94,75,14.97,mist
650,jadu,LY,31.953,12.0261,52.61,59,3,5.66,clear sky
651,alenquer,BR,-1.9417,-54.7383,82.13,75,82,3.87,moderate rain
652,areosa,PT,41.7178,-8.8571,60.89,97,99,15.68,overcast clouds
653,chapais,CA,49.7834,-74.8492,1.18,84,99,7.18,overcast clouds
654,suluq,LY,31.6682,20.2521,61.95,56,79,10.02,broken clouds
655,dhadar,IN,28.3305,75.0632,56.5,24,0,6.11,clear sky
656,weligama,LK,5.9667,80.4167,75.92,91,74,4.34,broken clouds
657,lebanon,US,36.2081,-86.2911,48.9,86,100,11.97,overcast clouds
658,yakeshi,CN,49.2833,120.7333,-32.33,99,55,2.37,broken clouds
659,novyy starodub,UA,48.5158,33.1733,38.37,94,100,10.29,overcast clouds
660,smithers,CA,54.7804,-127.1743,-12.68,70,75,5.75,broken clouds
661,carutapera,BR,-1.195,-46.02,81.25,82,96,7.87,overcast clouds
662,evansville,US,37.9748,-87.5558,45.18,92,100,4.61,mist
663,tembisa,ZA,-25.9964,28.2268,75.29,64,3,6.11,clear sky
664,livingstone,ZM,-17.8419,25.8543,78.19,60,99,5.03,overcast clouds
665,kiruna,SE,67.8557,20.2251,7.72,85,90,6.91,overcast clouds
666,tilichiki,RU,60.4667,166.1,-1.68,89,97,11.99,overcast clouds
667,kedougou,SN,12.5579,-12.1743,90.18,15,0,6.91,clear sky
668,soe,ID,-9.8607,124.284,66.51,93,100,3.65,overcast clouds
669,fukue,JP,32.6881,128.8419,40.59,78,100,35.66,overcast clouds
670,fairbanks,US,64.8378,-147.7164,-29.24,67,0,0.0,clear sky
671,kohlu,PK,29.8962,69.252,45.54,26,0,2.3,clear sky
672,kenai,US,60.5544,-151.2583,19.45,68,100,24.16,mist
673,tessalit,ML,20.1986,1.0114,72.28,20,85,6.51,overcast clouds
674,santa fe,AR,-31.6333,-60.7,95.02,40,80,5.95,broken clouds
675,ballina,AU,-28.8667,153.5667,65.32,84,70,8.59,broken clouds
676,arona,ES,28.0996,-16.681,69.12,71,0,10.36,clear sky
